"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
659;"Bunnelby";"normal";"";6;50.0;255;0;0;0;0.4;5.0;237;38;36;32;38;36;57;"['Pickup', 'Cheek Pouch', 'Huge Power']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
660;"Diggersby";"normal";"ground";6;50.0;127;0;0;0;1.0;42.4;423;85;56;50;77;77;78;"['Pickup', 'Cheek Pouch', 'Huge Power']";1.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
661;"Fletchling";"normal";"flying";6;50.0;255;0;0;0;0.3;1.7;278;45;50;40;43;38;62;"['Big Pecks', 'Gale Wings']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
662;"Fletchinder";"fire";"flying";6;50.0;120;0;0;0;0.7;16.0;382;62;73;56;55;52;84;"['Flame Body', 'Gale Wings']";0.25;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;0.25;0.0;1.0;1.0;1.0;1.0;4.0;0.5;2.0
663;"Talonflame";"fire";"flying";6;50.0;45;0;0;0;1.2;24.5;499;78;81;74;71;69;126;"['Flame Body', 'Gale Wings']";0.25;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;0.25;0.0;1.0;1.0;1.0;1.0;4.0;0.5;2.0
664;"Scatterbug";"bug";"";6;50.0;255;0;0;0;0.3;2.5;200;38;35;27;40;25;35;"['Shield Dust', 'Compoundeyes', 'Friend Guard']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
665;"Spewpa";"bug";"";6;50.0;120;0;0;0;0.3;8.4;213;45;22;27;60;30;29;"['Shed Skin', 'Friend Guard']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
666;"Vivillon";"bug";"flying";6;50.0;45;0;0;0;1.2;17.0;411;80;52;90;50;50;89;"['Shield Dust', 'Compoundeyes', 'Friend Guard']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
667;"Litleo";"fire";"normal";6;11.2;220;0;0;0;0.6;13.5;369;62;50;73;58;54;72;"['Rivalry', 'Unnerve', 'Moxie']";0.5;1.0;1.0;1.0;0.5;2.0;0.5;1.0;0.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
668;"Pyroar";"fire";"normal";6;11.2;65;0;0;0;1.5;81.5;507;86;68;109;72;66;106;"['Rivalry', 'Unnerve', 'Moxie']";0.5;1.0;1.0;1.0;0.5;2.0;0.5;1.0;0.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
669;"Flabebe";"fairy";"";6;0.0;225;0;0;0;0.1;0.1;303;44;38;61;39;79;42;"['Flower Veil', 'Symbiosis']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
670;"Floette";"fairy";"";6;0.0;120;0;0;0;0.2;0.9;551;74;65;125;67;128;92;"['Flower Veil', 'Symbiosis']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
671;"Florges";"fairy";"";6;0.0;45;0;0;0;1.1;10.0;552;78;65;112;68;154;75;"['Flower Veil', 'Symbiosis']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
672;"Skiddo";"grass";"";6;50.0;200;0;0;0;0.9;31.0;350;66;65;62;48;57;52;"['Sap Sipper', 'Grass Pelt']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
673;"Gogoat";"grass";"";6;50.0;45;0;0;0;1.7;91.0;531;123;100;97;62;81;68;"['Sap Sipper', 'Grass Pelt']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
674;"Pancham";"fighting";"";6;50.0;220;0;0;0;0.6;8.0;348;67;82;46;62;48;43;"['Iron Fist', 'Mold Breaker', 'Scrappy']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
675;"Pangoro";"fighting";"dark";6;50.0;65;0;0;0;2.1;136.0;495;95;124;69;78;71;58;"['Iron Fist', 'Mold Breaker', 'Scrappy']";1.0;0.25;1.0;1.0;4.0;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0
676;"Furfrou";"normal";"";6;50.0;160;0;0;0;1.2;28.0;472;75;80;65;60;90;102;"['Fur Coat']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
677;"Espurr";"psychic";"";6;50.0;190;0;0;0;0.3;3.5;355;62;48;63;54;60;68;"['Keen Eye', 'Infiltrator', 'Own Tempo']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
678;"Meowstic";"psychic";"";6;50.0;75;0;0;0;0.6;8.5;466;74;48;83;76;81;104;"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
679;"Honedge";"steel";"ghost";6;50.0;180;0;0;0;0.8;2.0;325;45;80;35;100;37;28;"['No Guard']";0.25;2.0;0.5;1.0;0.5;0.0;2.0;0.5;2.0;0.5;2.0;0.5;0.0;0.0;0.5;0.5;0.5;1.0
680;"Doublade";"steel";"ghost";6;50.0;90;0;0;0;0.8;4.5;448;59;110;45;150;49;35;"['No Guard']";0.25;2.0;0.5;1.0;0.5;0.0;2.0;0.5;2.0;0.5;2.0;0.5;0.0;0.0;0.5;0.5;0.5;1.0
681;"Aegislash";"steel";"ghost";6;50.0;45;0;0;0;1.7;53.0;520;60;150;150;50;50;60;"['Stance Change']";0.25;2.0;0.5;1.0;0.5;0.0;2.0;0.5;2.0;0.5;2.0;0.5;0.0;0.0;0.5;0.5;0.5;1.0
682;"Spritzee";"fairy";"";6;50.0;200;0;0;0;0.2;0.5;341;78;52;63;60;65;23;"['Healer', 'Aroma Veil']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
683;"Aromatisse";"fairy";"";6;50.0;140;0;0;0;0.8;15.5;462;101;72;99;72;89;29;"['Healer', 'Aroma Veil']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
684;"Swirlix";"fairy";"";6;50.0;200;0;0;0;0.4;3.5;341;62;48;59;66;57;49;"['Sweet Veil', 'Unburden']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
685;"Slurpuff";"fairy";"";6;50.0;140;0;0;0;0.8;5.0;480;82;80;85;86;75;72;"['Sweet Veil', 'Unburden']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
686;"Inkay";"dark";"psychic";6;50.0;190;0;0;0;0.4;3.5;288;53;54;37;53;46;45;"['Contrary', 'Suction Cups', 'Infiltrator']";4.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
687;"Malamar";"dark";"psychic";6;50.0;80;0;0;0;1.5;47.0;482;86;92;68;88;75;73;"['Contrary', 'Suction Cups', 'Infiltrator']";4.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
688;"Binacle";"rock";"water";6;50.0;120;0;0;0;0.5;31.0;306;42;52;39;67;56;50;"['Tough Claws', 'Sniper', 'Pickpocket']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
689;"Barbaracle";"rock";"water";6;50.0;45;0;0;0;1.3;96.0;500;72;105;54;115;86;68;"['Tough Claws', 'Sniper', 'Pickpocket']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
690;"Skrelp";"poison";"water";6;50.0;225;0;0;0;0.5;7.3;320;50;60;60;60;60;30;"['Poison Point', 'Poison Touch', 'Adaptability']";0.5;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;0.5
691;"Dragalge";"poison";"dragon";6;50.0;55;0;0;0;1.8;81.5;494;65;75;97;90;123;44;"['Poison Point', 'Poison Touch', 'Adaptability']";0.5;1.0;2.0;0.5;1.0;0.5;0.5;1.0;1.0;0.25;2.0;2.0;1.0;0.5;2.0;1.0;1.0;0.5
692;"Clauncher";"water";"";6;50.0;225;0;0;0;0.5;8.3;330;50;53;58;62;63;44;"['Mega Launcher']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
693;"Clawitzer";"water";"";6;50.0;55;0;0;0;1.3;35.3;500;71;73;120;88;89;59;"['Mega Launcher']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
694;"Helioptile";"electric";"normal";6;50.0;190;0;0;0;0.5;6.0;289;44;38;61;33;43;70;"['Dry Skin', 'Sand Veil', 'Solar Power']";1.0;1.0;1.0;0.5;1.0;2.0;1.0;0.5;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
695;"Heliolisk";"electric";"normal";6;50.0;75;0;0;0;1.0;21.0;481;62;55;109;52;94;109;"['Dry Skin', 'Sand Veil', 'Solar Power']";1.0;1.0;1.0;0.5;1.0;2.0;1.0;0.5;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
696;"Tyrunt";"rock";"dragon";6;88.1;45;0;0;0;0.8;26.0;362;58;89;45;77;45;48;"['Strong Jaw', 'Sturdy']";1.0;1.0;2.0;0.5;2.0;2.0;0.25;0.5;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;2.0;1.0
697;"Tyrantrum";"rock";"dragon";6;88.1;45;0;0;0;2.5;270.0;521;82;121;69;119;59;71;"['Strong Jaw', 'Rock Head']";1.0;1.0;2.0;0.5;2.0;2.0;0.25;0.5;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;2.0;1.0
698;"Amaura";"rock";"ice";6;88.1;45;0;0;0;1.3;25.2;362;77;59;67;50;63;46;"['Refrigerate', 'Snow Warning']";1.0;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;2.0;2.0;0.5;0.5;0.5;1.0;2.0;4.0;2.0
699;"Aurorus";"rock";"ice";6;88.1;45;0;0;0;2.7;225.0;521;123;77;99;72;92;58;"['Refrigerate', 'Snow Warning']";1.0;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;2.0;2.0;0.5;0.5;0.5;1.0;2.0;4.0;2.0
700;"Sylveon";"fairy";"";6;88.1;45;0;0;0;1.0;23.5;525;95;65;110;65;130;60;"['Cute Charm', 'Pixilate']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
701;"Hawlucha";"fighting";"flying";6;50.0;100;0;0;0;0.8;21.5;500;78;92;74;75;63;118;"['Limber', 'Unburden', 'Mold Breaker']";0.25;0.5;1.0;2.0;2.0;0.5;1.0;2.0;1.0;0.5;0.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0
702;"Dedenne";"electric";"fairy";6;50.0;180;0;0;0;0.2;2.2;431;67;58;81;57;67;101;"['Cheek Pouch', 'Pickup', 'Plus']";0.5;0.5;0.0;0.5;1.0;0.5;1.0;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
703;"Carbink";"rock";"fairy";6;0.0;60;0;0;0;0.3;5.7;500;50;50;50;150;150;50;"['Clear Body', 'Sturdy']";0.5;0.5;0.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;4.0;2.0
704;"Goomy";"dragon";"";6;50.0;45;0;0;0;0.3;2.8;300;45;50;55;35;75;40;"['Sap Sipper', 'Hydration', 'Gooey']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
705;"Sliggoo";"dragon";"";6;50.0;45;0;0;0;0.8;17.5;452;68;75;83;53;113;60;"['Sap Sipper', 'Hydration', 'Gooey']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
706;"Goodra";"dragon";"";6;50.0;45;0;0;0;2.0;150.5;600;90;100;110;70;150;80;"['Sap Sipper', 'Hydration', 'Gooey']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
707;"Klefki";"steel";"fairy";6;50.0;75;0;0;0;0.2;3.0;470;57;80;80;91;87;75;"['Prankster', 'Magician']";0.25;0.5;0.0;1.0;0.5;1.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;1.0;1.0
708;"Phantump";"ghost";"grass";6;50.0;120;0;0;0;0.4;7.0;309;43;70;50;48;60;38;"['Natural Cure', 'Frisk', 'Harvest']";1.0;2.0;1.0;0.5;1.0;0.0;2.0;2.0;2.0;0.5;0.5;2.0;0.0;1.0;1.0;1.0;1.0;0.5
709;"Trevenant";"ghost";"grass";6;50.0;60;0;0;0;1.5;71.0;474;85;110;65;76;82;56;"['Natural Cure', 'Frisk', 'Harvest']";1.0;2.0;1.0;0.5;1.0;0.0;2.0;2.0;2.0;0.5;0.5;2.0;0.0;1.0;1.0;1.0;1.0;0.5
710;"Pumpkaboo";"ghost";"grass";6;50.0;120;0;0;0;0.8;15.0;335;59;66;44;70;55;41;"['Pickup', 'Frisk', 'Insomnia']";1.0;2.0;1.0;0.5;1.0;0.0;2.0;2.0;2.0;0.5;0.5;2.0;0.0;1.0;1.0;1.0;1.0;0.5
711;"Gourgeist";"ghost";"grass";6;50.0;60;0;0;0;1.7;39.0;494;85;100;58;122;75;54;"['Pickup', 'Frisk', 'Insomnia']";1.0;2.0;1.0;0.5;1.0;0.0;2.0;2.0;2.0;0.5;0.5;2.0;0.0;1.0;1.0;1.0;1.0;0.5
712;"Bergmite";"ice";"";6;50.0;190;0;0;0;1.0;99.5;304;55;69;32;85;35;28;"['Own Tempo', 'Ice Body', 'Sturdy']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
713;"Avalugg";"ice";"";6;50.0;55;0;0;0;2.0;505.0;514;95;117;44;184;46;28;"['Own Tempo', 'Ice Body', 'Sturdy']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
714;"Noibat";"flying";"dragon";6;50.0;190;0;0;0;0.5;8.0;245;40;30;45;35;40;55;"['Frisk', 'Infiltrator', 'Telepathy']";0.5;1.0;2.0;1.0;2.0;0.5;0.5;1.0;1.0;0.25;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.5
715;"Noivern";"flying";"dragon";6;50.0;45;0;0;0;1.5;85.0;535;85;70;97;80;80;123;"['Frisk', 'Infiltrator', 'Telepathy']";0.5;1.0;2.0;1.0;2.0;0.5;0.5;1.0;1.0;0.25;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.5
716;"Xerneas";"fairy";"";6;0.0;45;1;0;0;3.0;215.0;680;126;131;131;95;98;99;"['Fairy Aura']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
717;"Yveltal";"dark";"flying";6;0.0;45;1;0;0;5.8;203.0;680;126;131;131;95;98;99;"['Dark Aura']";1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;0.5;0.5;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
718;"Zygarde";"dragon";"ground";6;0.0;3;1;0;0;5.0;284.6;708;216;100;91;121;95;85;"['Aura Break', 'Power Construct']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
719;"Diancie";"rock";"fairy";6;0.0;3;0;1;0;0.7;8.8;700;50;160;160;110;110;110;"['Clear Body']";0.5;0.5;0.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;4.0;2.0
720;"Hoopa-Unbound";"psychic";"ghost";6;0.0;3;0;1;0;6.5;490.0;680;80;160;170;60;130;80;"['Magician']";1.0;4.0;1.0;1.0;1.0;0.0;1.0;1.0;4.0;1.0;1.0;1.0;0.0;0.5;0.5;1.0;1.0;1.0
721;"Volcanion";"fire";"water";6;0.0;3;0;1;0;1.7;195.0;600;80;110;130;120;90;70;"['Water Absorb']";0.5;1.0;1.0;2.0;0.5;1.0;0.25;1.0;1.0;1.0;2.0;0.25;1.0;1.0;1.0;2.0;0.25;1.0
722;"Rowlet";"grass";"flying";7;88.1;45;0;0;0;0.3;1.5;320;68;55;50;55;50;42;"['Overgrow', 'Long Reach']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
723;"Dartrix";"grass";"flying";7;88.1;45;0;0;0;0.7;16.0;420;78;75;70;75;70;52;"['Overgrow', 'Long Reach']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
724;"Decidueye";"grass";"ghost";7;88.1;45;0;0;0;1.6;36.6;530;78;107;100;75;100;70;"['Overgrow', 'Long Reach']";1.0;2.0;1.0;0.5;1.0;0.0;2.0;2.0;2.0;0.5;0.5;2.0;0.0;1.0;1.0;1.0;1.0;0.5
725;"Litten";"fire";"";7;88.1;45;0;0;0;0.4;4.3;320;45;65;60;40;40;70;"['Blaze', 'Intimidate']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
726;"Torracat";"fire";"";7;88.1;45;0;0;0;0.7;25.0;420;65;85;80;50;50;90;"['Blaze', 'Intimidate']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
727;"Incineroar";"fire";"dark";7;88.1;45;0;0;0;1.8;83.0;530;95;115;80;90;90;60;"['Blaze', 'Intimidate']";1.0;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;0.5;2.0;0.5;1.0;1.0;0.0;2.0;0.5;2.0
728;"Popplio";"water";"";7;88.1;45;0;0;0;0.4;7.5;320;50;54;66;54;56;40;"['Torrent', 'Liquid Voice']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
729;"Brionne";"water";"";7;88.1;45;0;0;0;0.6;17.5;420;60;69;91;69;81;50;"['Torrent', 'Liquid Voice']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
730;"Primarina";"water";"fairy";7;88.1;45;0;0;0;1.8;44.0;530;80;74;126;74;116;60;"['Torrent', 'Liquid Voice']";0.5;0.5;0.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;0.5
731;"Pikipek";"normal";"flying";7;50.0;255;0;0;0;0.3;1.2;265;35;75;30;30;30;65;"['Keen Eye', 'Skill Link', 'Pickup']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
732;"Trumbeak";"normal";"flying";7;50.0;120;0;0;0;0.6;14.8;355;55;85;40;50;50;75;"['Keen Eye', 'Skill Link', 'Pickup']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
733;"Toucannon";"normal";"flying";7;50.0;45;0;0;0;1.1;26.0;485;80;120;75;75;75;60;"['Keen Eye', 'Skill Link', 'Sheer Force']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
734;"Yungoos";"normal";"";7;50.0;255;0;0;0;0.4;6.0;253;48;70;30;30;30;45;"['Stakeout', 'Strong Jaw', 'Adaptability']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
735;"Gumshoos";"normal";"";7;50.0;127;0;0;0;0.7;14.2;418;88;110;55;60;60;45;"['Stakeout', 'Strong Jaw', 'Adaptability']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
736;"Grubbin";"bug";"";7;50.0;255;0;0;0;0.4;4.4;300;47;62;55;45;45;46;"['Swarm']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
737;"Charjabug";"bug";"electric";7;50.0;120;0;0;0;0.5;10.5;400;57;82;55;95;75;36;"['Battery']";1.0;1.0;1.0;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0
738;"Vikavolt";"bug";"electric";7;50.0;45;0;0;0;1.5;45.0;500;77;70;145;90;75;43;"['Levitate']";1.0;1.0;1.0;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0
739;"Crabrawler";"fighting";"";7;50.0;225;0;0;0;0.6;7.0;338;47;82;42;57;47;63;"['Hyper Cutter', 'Iron Fist', 'Anger Point']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
740;"Crabominable";"fighting";"ice";7;50.0;60;0;0;0;1.7;180.0;478;97;132;62;77;67;43;"['Hyper Cutter', 'Iron Fist', 'Anger Point']";0.5;0.5;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;2.0;1.0
741;"Oricorio";"fire";"flying";7;24.6;45;0;0;0;0.6;3.4;476;75;70;98;70;70;93;"['Dancer']";0.25;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;0.25;0.0;1.0;1.0;1.0;1.0;4.0;0.5;2.0
742;"Cutiefly";"bug";"fairy";7;50.0;190;0;0;0;0.1;0.2;304;40;45;55;40;40;84;"['Honey Gather', 'Shield Dust', 'Sweet Veil']";0.5;0.5;0.0;1.0;1.0;0.25;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0
743;"Ribombee";"bug";"fairy";7;50.0;75;0;0;0;0.2;0.5;464;60;55;95;60;70;124;"['Honey Gather', 'Shield Dust', 'Sweet Veil']";0.5;0.5;0.0;1.0;1.0;0.25;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0
744;"Rockruff";"rock";"";7;50.0;190;0;0;0;0.5;9.2;280;45;65;30;40;40;60;"['Keen Eye', 'Vital Spirit', 'Steadfast']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
745;"Lycanroc-Midnight";"rock";"";7;50.0;90;0;0;0;1.1;25.0;487;85;115;55;75;75;82;"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
746;"Wishiwashi";"water";"";7;50.0;60;0;0;0;0.2;0.3;620;45;140;140;130;135;30;"['Schooling']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
747;"Mareanie";"poison";"water";7;50.0;190;0;0;0;0.4;8.0;305;50;53;43;62;52;45;"['Merciless', 'Limber', 'Regenerator']";0.5;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;0.5
748;"Toxapex";"poison";"water";7;50.0;75;0;0;0;0.7;14.5;495;50;63;53;152;142;35;"['Merciless', 'Limber', 'Regenerator']";0.5;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;0.5
749;"Mudbray";"ground";"";7;50.0;190;0;0;0;1.0;110.0;385;70;100;45;70;55;45;"['Own Tempo', 'Stamina', 'Inner Focus']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
750;"Mudsdale";"ground";"";7;50.0;60;0;0;0;2.5;920.0;500;100;125;55;100;85;35;"['Own Tempo', 'Stamina', 'Inner Focus']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
751;"Dewpider";"water";"bug";7;50.0;200;0;0;0;0.3;4.0;269;38;40;40;52;72;27;"['Water Bubble', 'Water Absorb']";1.0;1.0;1.0;2.0;1.0;0.5;1.0;2.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;2.0;0.5;0.5
752;"Araquanid";"water";"bug";7;50.0;100;0;0;0;1.8;82.0;454;68;70;50;92;132;42;"['Water Bubble', 'Water Absorb']";1.0;1.0;1.0;2.0;1.0;0.5;1.0;2.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;2.0;0.5;0.5
